date,close
100104,176.20
100201,175.88
100301,175.75
100401,174.28
100502,174.22
100601,174.31
100701,174.86
100801,175.51
100901,174.86
101003,174.68
101101,174.43
101201,175.47
110103,175.06
110201,174.78
110301,173.79
110403,172.85
110501,174.24
110601,173.38
110703,173.34
110801,173.98
110901,174.64
111002,176.02
111101,175.90
111201,175.45
120102,175.92
120201,176.28
120301,175.36
120401,175.62
120501,175.50
120603,174.69
120701,176.16
120801,178.68
120902,177.32
121001,177.86
121101,179.08
121203,178.30
130101,178.01
130201,178.36
130301,178.85
130401,178.40
130501,179.28
130602,179.01
130701,179.28
130801,181.76
130901,181.47
131001,181.99
131101,182.64
131202,182.27
140101,182.14
140203,184.01
140303,182.14
140401,179.89
140501,179.17
140601,181.62
140701,181.43
140803,180.30
140901,179.89
141001,179.21
141103,179.48
141201,179.49
150101,180.41
150202,182.58
150302,182.42
150401,182.99
150503,182.93
150601,183.24
150701,183.47
